    13.125   3073.403 0 # matmult_lib
    13.125   1307.852 0 # matmult_mnk
    13.125   2869.436 0 # matmult_mkn
    13.125   1427.513 0 # matmult_nkm
    13.125   1311.001 0 # matmult_nmk
    13.125   2949.676 0 # matmult_kmn
    13.125   1328.888 0 # matmult_knm
    20.125   3605.944 0 # matmult_lib
    20.125   1379.440 0 # matmult_mnk
    20.125   3063.057 0 # matmult_mkn
    20.125   1499.776 0 # matmult_nkm
    20.125   1370.213 0 # matmult_nmk
    20.125   3107.344 0 # matmult_kmn
    20.125   1374.986 0 # matmult_knm
    34.125   3879.759 0 # matmult_lib
    34.125   1390.447 0 # matmult_mnk
    34.125   3210.281 0 # matmult_mkn
    34.125   1480.795 0 # matmult_nkm
    34.125   1380.658 0 # matmult_nmk
    34.125   3252.342 0 # matmult_kmn
    34.125   1400.473 0 # matmult_knm
    62.125   3978.960 0 # matmult_lib
    62.125   1435.737 0 # matmult_mnk
    62.125   3301.145 0 # matmult_mkn
    62.125   1427.349 0 # matmult_nkm
    62.125   1436.495 0 # matmult_nmk
    62.125   3331.336 0 # matmult_kmn
    62.125   1368.722 0 # matmult_knm
   118.125   3620.308 0 # matmult_lib
   118.125   1424.528 0 # matmult_mnk
   118.125   3341.825 0 # matmult_mkn
   118.125   1077.669 0 # matmult_nkm
   118.125   1429.266 0 # matmult_nmk
   118.125   3345.457 0 # matmult_kmn
   118.125   1093.130 0 # matmult_knm
   230.125   3591.277 0 # matmult_lib
   230.125   1266.395 0 # matmult_mnk
   230.125   3372.451 0 # matmult_mkn
   230.125    984.574 0 # matmult_nkm
   230.125   1259.178 0 # matmult_nmk
   230.125   3372.329 0 # matmult_kmn
   230.125   1041.805 0 # matmult_knm
   454.125   3610.968 0 # matmult_lib
   454.125   1092.830 0 # matmult_mnk
   454.125   3364.670 0 # matmult_mkn
   454.125    955.197 0 # matmult_nkm
   454.125   1239.742 0 # matmult_nmk
   454.125   3376.588 0 # matmult_kmn
   454.125   1025.466 0 # matmult_knm
   902.125   3613.369 0 # matmult_lib
   902.125    750.127 0 # matmult_mnk
   902.125   3381.232 0 # matmult_mkn
   902.125    891.324 0 # matmult_nkm
   902.125    791.004 0 # matmult_nmk
   902.125   3352.554 0 # matmult_kmn
   902.125    923.678 0 # matmult_knm
  1798.125   3745.453 0 # matmult_lib
  1798.125    604.214 0 # matmult_mnk
  1798.125   3392.317 0 # matmult_mkn
  1798.125    881.743 0 # matmult_nkm
  1798.125    602.738 0 # matmult_nmk
  1798.125   3348.272 0 # matmult_kmn
  1798.125    901.345 0 # matmult_knm
  3590.125   3752.021 0 # matmult_lib
  3590.125    601.919 0 # matmult_mnk
  3590.125   3392.678 0 # matmult_mkn
  3590.125    856.753 0 # matmult_nkm
  3590.125    604.446 0 # matmult_nmk
  3590.125   2735.032 0 # matmult_kmn
  3590.125    892.740 0 # matmult_knm
  7174.125   3742.830 0 # matmult_lib
  7174.125    599.815 0 # matmult_mnk
  7174.125   3397.032 0 # matmult_mkn
  7174.125    706.583 0 # matmult_nkm
  7174.125    599.792 0 # matmult_nmk
  7174.125   2830.918 0 # matmult_kmn
  7174.125    740.509 0 # matmult_knm
 14342.125   3745.457 0 # matmult_lib
 14342.125    597.260 3032 # matmult_mnk
 14342.125   3397.000 3032 # matmult_mkn
 14342.125    646.695 3032 # matmult_nkm
 14342.125    597.291 3032 # matmult_nmk
 14342.125   2777.999 3032 # matmult_kmn
 14342.125    675.226 3032 # matmult_knm
